[FIXES]
AAMMM N036.10.25.899 W114.51.55.789
DOPEQ N048.29.06.270 W097.21.57.040
DOPIC N045.40.16.660 W108.18.21.470
DOPLE N042.49.26.250 W096.00.05.700
DOPPE N039.56.12.970 W099.55.33.080
DOREC N036.51.38.970 W097.26.13.530
DORIA N048.05.09.860 W105.34.21.790
DORKE N040.11.09.770 W105.10.08.990
DORNE N043.41.04.080 W093.19.45.510
DORRY N039.31.59.210 W104.38.43.260
DORSE N048.59.41.660 W114.45.39.950
DORSL N040.47.15.550 W103.06.18.400
DORTN N043.02.36.630 W107.13.03.270
DOSCA N045.29.01.870 W095.48.37.700
DOSCO N038.25.59.960 W120.11.35.430
DOSEE N044.08.09.500 W123.01.31.570
DOSJO N041.31.45.610 W097.24.20.050
DOSNY N043.17.55.650 W094.56.32.060
DOSOA N038.10.14.590 W095.07.36.530
DOTAY N041.10.59.800 W096.00.45.980
DOTBE N048.46.25.300 W094.43.37.620
DOTEE N037.03.45.990 W097.17.34.870
DOTGE N031.56.20.010 W106.09.01.500
DOTHI N036.43.46.550 W119.48.57.480
DOTME N038.50.24.700 W114.38.53.320
DOTNE N037.43.07.180 W122.36.51.360
DOTRE N048.10.34.740 W114.21.28.010
DOTSE N037.00.03.580 W101.00.08.360
DOTSS N033.38.38.780 W117.47.43.020
DOTTR N037.28.36.750 W122.10.11.290
DOTVE N048.19.54.390 W112.05.29.870
DOUGA N032.44.16.160 W116.53.20.650
DOUHH N045.44.43.960 W122.44.15.320
DOUIT N035.17.19.890 W119.49.27.260
DOUMA N035.32.42.660 W106.09.01.880
DOVEC N043.39.28.890 W092.55.15.110
DOVEE N035.26.51.070 W114.48.00.940
DOVME N047.22.23.030 W120.09.27.270
DOVVA N042.24.40.970 W093.50.40.920
DOVVE N039.29.33.520 W104.37.49.580
DOWCY N044.28.45.330 W119.35.17.810
DOWDD N033.59.07.490 W117.49.55.800
DOWNE N033.57.51.490 W118.07.25.420
DOWNY N039.32.06.100 W107.17.06.990
DOWUN N038.32.40.010 W121.51.26.100
DOXCU N045.18.34.410 W098.13.20.090
DOXIE N045.50.20.230 W115.10.16.900
DOXNO N041.58.25.440 W094.41.49.550
DOYAB N048.25.25.030 W101.30.01.420
DOYAC N035.15.32.540 W103.30.30.060
DOYBA N040.38.20.590 W095.15.16.230
DOYDE N036.25.34.900 W105.43.51.610
DOYEB N034.45.30.580 W120.36.30.650
DOYEC N035.24.49.990 W105.05.58.270
DOYED N042.50.11.010 W109.53.27.260
DOYEL N045.09.03.220 W118.11.58.810
DOYEP N044.11.36.810 W121.15.51.880
DOYER N044.50.54.990 W123.53.20.360
DOYGA N041.22.11.490 W102.18.42.020
DOYLE N033.44.31.150 W118.43.49.300
DOYON N044.10.57.540 W123.05.33.300
DOYPA N042.26.00.790 W096.51.10.700
DOYPE N039.19.14.140 W106.54.55.550
DOYRS N033.59.02.500 W118.15.57.200
DOZIT N036.22.24.540 W112.10.58.940
DOZPA N038.57.55.070 W095.40.42.560
DOZXO N044.00.55.170 W092.28.45.350
DOZXU N045.12.40.170 W093.12.31.980
DPAUL N034.31.51.940 W109.53.54.140
DRABS N040.45.33.040 W098.22.28.920
DRACK N044.06.52.710 W121.25.59.270
DRACO N044.38.49.770 W104.00.53.850
DRAGG N044.45.30.000 W104.25.54.000
DRAIL N044.49.29.160 W093.55.26.190
DRAIN N043.39.27.480 W123.18.04.230
DRAKE N038.36.24.050 W104.24.51.180
DRAKO N037.40.45.770 W116.43.03.580
DRAMA N039.01.56.030 W096.37.37.580
DRANK N037.34.48.860 W122.46.54.960
DRAPR N040.18.09.150 W112.10.11.960
DRATS N039.25.35.520 W104.38.47.900
DRAVE N044.32.44.990 W096.57.05.260
DRAWG N046.14.26.260 W093.55.50.640
DRAWL N037.29.07.470 W101.37.02.100
DRAXE N038.45.32.400 W122.23.20.570
DRAXX N032.43.17.960 W114.31.55.440
DREAM N037.10.20.570 W114.59.31.820
DREEW N032.54.25.670 W116.57.43.000
DREST N046.04.41.960 W102.44.37.700
DREWS N042.43.44.700 W122.53.22.720
DREXL N038.16.48.540 W104.47.20.220
DRFTR N047.35.10.580 W111.17.44.330
DRGON N033.52.54.300 W117.40.16.990
DRIBB N032.04.55.900 W111.22.07.710
DRIFY N033.42.06.730 W118.11.09.170
DRIPP N037.43.12.080 W100.49.49.580
DRNAY N037.41.39.860 W121.53.42.870
DROGA N047.57.00.000 W120.30.00.000
DROGO N033.48.42.050 W115.49.08.560
DROID N036.11.02.510 W114.29.06.700
DROPS N035.54.30.750 W096.34.31.070
DRRLA N036.56.54.730 W115.38.38.730
DRROP N040.08.02.680 W105.09.42.850
DRRVR N032.10.30.890 W109.17.25.830
DRSIE N041.03.31.020 W115.49.08.320
DRTHH N033.51.30.470 W118.51.39.950
DRTHI N033.57.53.230 W116.12.10.830
DRTHY N035.40.45.780 W097.22.54.590
DRTTY N033.36.54.550 W117.54.27.430
DRUGG N035.56.28.550 W102.32.52.660
DRUMM N039.38.03.630 W104.38.38.850
DRUMR N047.30.31.920 W122.38.16.440
DRVIG N045.45.18.320 W118.57.22.990
DRYAD N042.10.06.390 W113.59.37.060
DRYFT N047.35.05.110 W111.12.46.850
DRYHT N034.25.03.230 W108.08.10.440
DRYLK N038.49.00.000 W116.06.00.000
DRYSS N034.00.42.210 W118.01.29.110
DRYVE N040.25.09.420 W112.02.58.700
DSERT N034.26.36.230 W111.39.57.720
DSHRT N031.48.47.200 W103.13.10.420
DSHUT N045.28.36.470 W122.26.19.810
DSNEE N033.49.05.480 W117.26.50.060
DSTAR N033.48.16.690 W118.47.59.930
DSURT N033.20.15.000 W116.15.00.000
DTAIL N033.59.19.370 W118.35.18.770
DTCHS N033.21.00.000 W113.34.00.000
DUANE N047.26.46.940 W122.13.54.910
DUBAY N032.21.00.000 W105.26.00.000
DUBBE N035.17.10.100 W097.32.16.750
DUBEC N036.10.36.000 W103.14.37.580
DUBKE N045.11.45.380 W092.35.19.430
DUBLX N036.10.14.000 W114.38.15.000
DUBMY N045.01.58.660 W122.48.28.390
DUBRY N037.52.56.740 W122.52.04.170
DUBSS N036.18.17.440 W121.46.22.720
DUCAS N032.53.35.840 W107.06.04.300
DUCAY N040.30.16.630 W115.35.55.840
DUCBA N048.10.39.720 W104.36.55.900
DUCBE N041.12.01.260 W105.28.02.300
DUCCK N032.11.23.560 W108.00.28.110
DUCDO N047.52.45.580 W093.55.21.060
DUCEV N047.57.07.260 W097.27.55.060
DUCKA N045.48.12.750 W123.13.40.090
DUCKE N037.53.51.650 W120.06.03.730
DUCKK N044.02.31.600 W124.07.49.090
DUCKX N041.24.14.920 W095.51.12.980
DUCOR N035.47.22.590 W118.58.32.260
DUCUK N034.44.42.690 W118.13.21.280
DUCXU N044.26.24.930 W100.35.28.270
DUDBE N036.21.50.910 W115.20.34.880
DUDES N038.43.05.120 W120.12.27.350
DUDLE N035.12.57.270 W106.42.40.170
DUDRE N045.39.06.100 W122.55.07.290
DUDSE N033.15.06.350 W116.06.44.490
DUDTE N039.13.08.210 W112.30.31.450
DUFEL N038.25.58.010 W106.39.31.460
DUFUR N045.25.43.220 W121.12.13.480
DUGDE N040.41.59.750 W117.42.47.470
DUGGN N035.44.06.830 W113.23.24.520
DUGGY N040.42.40.510 W112.15.16.960
DUGLE N037.51.53.960 W120.40.04.400
DUGNE N037.08.19.550 W107.04.35.570
DUHJY N041.14.03.110 W124.26.03.780
DUKAY N036.19.47.810 W119.35.08.870
DUKKS N044.02.18.110 W123.12.24.600
DUKRE N037.26.13.320 W099.21.14.830
DULAH N041.42.21.860 W095.32.14.900
DULCA N046.18.41.870 W111.42.19.820
DULEC N047.27.30.050 W092.57.22.320
DULKE N035.14.36.390 W106.16.45.830
DULMY N042.46.38.720 W095.33.09.560
DULPE N048.51.43.870 W095.14.32.160
DUMBA N037.30.12.660 W122.05.46.130
DUMBE N047.42.29.360 W097.26.17.820
DUMBS N046.55.53.400 W123.05.39.710
DUMLE N041.31.27.710 W094.28.09.950
DUMMM N034.28.59.540 W106.46.07.230
DUMMP N044.21.47.630 W121.07.46.950
DUMPS N033.47.32.950 W100.43.13.670
DUNBY N033.03.27.600 W116.50.44.480
DUNEC N047.43.52.190 W093.15.50.620
DUNES N036.00.29.300 W115.12.45.680
DUNLP N040.31.37.730 W111.58.00.360
DUNNN N038.51.28.400 W103.55.43.430
DUNNY N040.15.21.330 W103.46.00.500
DUNOQ N038.40.56.060 W098.40.38.510
DUNTU N048.58.00.670 W117.36.15.470
DUNZL N032.35.27.000 W119.43.12.000
DUPAL N033.36.35.260 W104.46.23.000
DUPPA N044.09.30.960 W095.22.38.900
DUPZE N045.02.13.620 W108.57.36.080
DUQGU N033.29.34.560 W111.56.00.990
DURBN N046.44.15.680 W097.14.31.560
DURCH N040.52.18.510 W112.26.09.920
DURHA N039.39.48.920 W121.45.24.160
DURKE N039.16.47.960 W095.59.02.790
DURPE N045.25.27.400 W112.18.49.000
DUSCA N044.39.49.350 W108.45.46.730
DUSDY N039.22.16.170 W102.34.30.350
DUSEC N049.00.28.830 W095.26.14.760
DUSLE N037.31.14.360 W095.36.44.870
DUSRE N044.38.03.010 W100.01.11.010
DUSRY N046.37.51.530 W092.30.59.270
DUSTE N032.32.07.230 W106.11.27.860
DUSTN N039.16.46.150 W094.35.27.620
DUTCE N041.21.32.880 W105.44.03.990
DUTEY N034.51.53.480 W112.19.19.440
DUTME N043.30.57.960 W116.05.05.510
DUTRE N037.08.20.420 W095.24.01.450
DUTTA N041.26.02.210 W102.24.03.850
DUUCE N038.43.18.870 W101.35.08.900
DUUNN N034.30.14.360 W116.45.35.290
DUUUD N039.55.23.950 W105.08.37.320
DUVAS N042.31.31.870 W096.59.38.860
DUVBE N037.36.37.980 W118.33.18.640
DUVJU N046.51.14.900 W095.54.54.380
DUWIZ N046.47.33.300 W095.50.21.340
DUXBY N037.41.45.170 W122.27.19.030
DUXHO N046.53.59.290 W098.19.03.470
DUXHU N046.16.03.660 W112.47.57.210
DUXRA N045.43.27.970 W096.30.07.910
DUYAC N033.42.04.900 W111.50.34.180
DUYDE N040.40.39.680 W112.00.10.790
DUYED N032.27.10.740 W111.10.53.980
DUYEP N039.25.36.300 W119.46.10.030
DUYES N045.03.20.830 W112.53.45.840
DUYET N037.34.02.640 W122.15.10.540
DUYGE N033.46.10.510 W111.54.08.960
DUZEE N034.18.33.570 W102.44.57.180
DUZIT N036.24.51.200 W113.24.51.530
DUZZI N044.22.54.960 W093.24.40.410
DVINT N047.28.07.980 W111.33.13.920
DWELL N041.05.23.230 W096.55.46.190
DWITT N041.11.25.980 W095.54.43.500
DWIYT N045.18.12.160 W092.17.15.240
DWLNG N031.46.13.260 W106.27.02.750
DWNLD N035.10.26.960 W106.58.13.210
DWORF N034.48.31.740 W120.39.59.620
DWYER N033.56.02.210 W118.18.39.610
DYAMD N037.41.56.980 W120.24.15.940
DYANN N041.04.32.500 W112.08.49.700
DYENA N048.27.37.410 W106.27.51.150
DYERS N033.43.31.970 W117.50.13.970
DYETT N032.32.47.360 W103.30.06.280
DYKEE N038.03.32.870 W122.25.44.130
DYLAN N034.12.36.120 W119.13.01.800
DYLLN N038.34.16.080 W102.12.18.740
DYMMO N033.59.36.820 W117.49.09.540
DYMON N039.44.57.470 W104.39.41.390
DYNER N036.52.05.150 W121.44.38.970
DYNES N041.02.34.320 W107.43.44.130
DYPAD N034.09.28.270 W119.21.33.560
DYSPO N034.24.25.000 W118.36.49.000
DYSSS N036.37.00.000 W116.29.54.000
DYYLN N043.37.55.610 W116.12.16.740
DZINE N034.05.51.040 W118.40.20.140
EACKS N039.28.48.830 W112.29.55.470
EAGAN N044.51.19.080 W093.09.33.000
EAGGL N041.35.21.350 W121.31.34.760
EAGLZ N034.16.08.280 W117.11.03.340
EAGUL N034.07.54.250 W111.04.57.740
EARLS N037.17.14.470 W104.20.29.000
EARPP N037.52.24.720 W099.42.44.680
EASON N044.30.00.000 W123.19.44.000
EASTD N048.48.35.680 W122.41.11.640
EASTE N046.23.57.520 W105.30.02.380
EASTR N036.08.24.320 W115.05.21.990
EAZZY N039.39.28.330 W106.48.32.620
EBABY N046.18.09.160 W096.11.24.830
EBACA N043.22.37.300 W110.35.01.620
EBAGE N049.03.39.360 W095.38.28.940
EBAXY N038.15.04.690 W098.13.39.350
EBAYE N035.52.07.390 W120.15.38.010
EBAYI N045.22.09.780 W092.22.44.150
EBBIE N040.27.22.520 W104.56.28.270
EBBLS N040.25.33.920 W124.05.08.660
EBEBY N041.59.01.940 W102.42.50.800
EBEJU N038.27.36.990 W106.52.06.360
EBICI N042.54.26.950 W106.32.59.740
EBIDE N036.21.20.250 W106.15.11.630
EBIHE N038.22.27.890 W107.52.14.650
EBIKE N040.50.43.750 W098.23.06.050
EBINY N042.28.50.000 W123.15.00.650
EBITE N033.51.40.730 W117.45.03.230
EBIYI N037.18.34.390 W121.59.36.140
EBIYO N043.27.13.950 W106.20.23.280
EBJEL N038.27.19.470 W095.43.33.510
EBNOW N045.05.18.910 W095.05.33.200
EBOBE N037.34.29.540 W118.28.01.060
EBOCA N047.03.24.290 W122.18.40.650
EBORE N041.00.01.460 W093.14.02.890
EBOVE N039.02.44.320 W111.46.24.180
EBREQ N040.31.42.640 W116.58.08.960
EBSTN N040.16.16.070 W106.55.06.410
EBSUH N041.44.45.820 W093.05.55.030
EBTUW N037.19.23.270 W120.14.51.190
EBUDE N035.31.37.460 W120.29.30.050
EBUHE N044.16.48.490 W093.49.37.520
EBULE N036.36.53.450 W121.30.51.360
EBUSE N033.05.15.580 W117.00.11.450
EBUWI N042.46.32.730 W100.28.17.920
EBVOF N045.01.49.430 W094.25.25.950
EBVOY N032.45.07.660 W109.31.03.920
EBWIX N040.42.37.120 W097.56.47.690
EBXIB N044.15.21.020 W093.56.45.880
EBXUQ N048.02.33.370 W114.09.45.220
EBYEX N045.38.46.940 W096.03.03.110
EBYIB N039.17.12.930 W123.47.41.870
EBZAN N045.00.07.020 W095.45.13.630
EBZUV N041.58.58.430 W100.51.21.700
ECARI N048.25.24.130 W122.19.12.620
ECARO N037.59.34.620 W094.46.10.800
ECATY N032.47.32.140 W114.23.08.370
ECAZA N047.22.06.960 W122.33.35.590
ECBOF N043.41.10.700 W095.37.27.760
ECCEL N038.46.44.470 W104.41.08.860
ECDOL N037.01.37.400 W103.59.20.790
ECECU N041.09.45.350 W105.23.52.880
ECEGI N037.41.34.650 W097.25.10.080
ECEKO N046.52.33.910 W122.47.45.620
ECELI N043.17.30.190 W095.53.08.120
ECENE N046.06.01.830 W114.11.17.660
ECEPO N047.53.00.110 W122.29.38.640
ECERI N033.57.12.510 W103.30.31.920
ECESA N032.43.12.460 W103.10.44.070
ECEVA N034.25.20.490 W120.05.20.010
ECEWE N038.27.02.800 W106.52.26.240
ECEYO N040.40.30.320 W097.11.41.330
ECHEL N038.40.23.730 W097.19.42.110
ECHER N040.56.59.080 W097.07.11.540
ECHHO N032.58.01.440 W117.22.23.400
ECHOA N040.31.18.500 W106.53.59.940
ECHOD N045.38.37.790 W119.12.30.530
ECIFY N033.03.21.510 W111.38.19.670
ECIKE N033.04.56.270 W103.06.02.340
ECILA N047.03.52.010 W120.13.18.800
ECIPO N040.23.51.670 W095.22.05.300
ECIRE N032.14.58.490 W104.13.02.630
ECISA N035.27.00.660 W105.50.46.850
ECIVO N032.38.45.890 W108.23.21.530
ECIWO N048.49.05.830 W095.41.20.950
ECKHO N036.29.13.110 W097.51.28.000
ECKIJ N046.32.53.510 W112.25.34.800
ECLEY N045.15.28.060 W092.23.54.680
ECLPS N033.04.12.550 W111.26.59.410
ECNOF N038.11.40.940 W108.20.18.440
ECOBU N038.03.29.570 W120.34.23.430
ECOFI N042.22.55.810 W100.06.21.190
ECOLO N039.48.39.050 W119.46.06.290
ECONU N033.07.51.950 W117.16.59.470
ECOPO N042.42.37.760 W102.51.25.440
ECUCE N045.53.03.320 W092.27.25.420
ECUDI N040.31.33.080 W103.56.23.810
ECULU N033.43.36.720 W117.05.17.640
ECUNA N043.25.23.950 W110.58.39.620
ECUQO N038.27.18.160 W106.52.14.250
ECUTU N042.44.16.220 W096.12.04.760
ECUVO N047.18.48.980 W122.29.46.970
ECUWO N037.21.40.800 W097.02.10.140
ECVOR N033.01.35.360 W116.43.51.290
ECYON N037.09.22.710 W121.39.08.490
ECYUS N041.14.34.730 W100.28.26.390
EDADE N032.59.59.780 W119.08.57.250
EDADY N044.35.09.780 W124.04.39.050
EDARE N037.37.30.000 W101.58.33.360
EDAYU N044.49.35.910 W096.29.27.580
EDCIR N042.42.21.570 W096.49.25.540
EDDAR N045.24.01.260 W108.44.35.360
EDDEN N034.12.13.090 W119.45.53.510
EDDNA N033.35.06.340 W112.01.24.010
EDDYY N037.22.29.650 W122.07.07.500
EDEBE N047.06.57.710 W122.28.38.740
EDEGE N043.57.31.270 W094.37.29.360
EDETH N039.40.48.650 W112.49.08.880
EDEVE N038.33.49.200 W108.16.02.740
EDEWO N036.37.07.610 W097.36.55.080
EDGES N048.57.53.110 W116.33.33.270
EDHUC N047.43.57.360 W101.31.55.340
EDICI N041.07.06.840 W101.45.45.280
EDIDY N042.59.44.100 W106.11.53.080
EDIFY N041.47.55.950 W106.52.17.330
EDIJU N042.04.42.850 W093.35.11.020
EDITE N039.04.05.810 W098.50.18.920
EDITS N033.54.31.090 W117.17.23.870
EDIYE N038.23.50.200 W097.30.07.900
EDJIT N042.02.26.480 W094.46.54.090
EDLES N038.40.39.820 W109.56.26.550
EDMIF N044.01.59.000 W092.15.39.910
EDMND N037.13.54.910 W121.55.56.590
EDOBE N047.28.00.000 W114.56.01.910
EDOKE N036.13.32.650 W120.11.27.320
EDOVE N038.21.28.810 W122.43.40.920
EDOYE N037.28.43.610 W122.04.52.250
EDSEW N047.08.03.570 W119.47.41.350
EDSIQ N048.01.56.880 W097.59.07.040
EDTOF N039.26.33.980 W123.48.04.000
EDUCU N046.36.40.020 W092.30.13.410
EDUHU N041.23.01.000 W095.53.13.430
EDUKY N039.12.02.390 W108.06.27.380
EDULE N045.21.45.360 W096.11.37.430
EDUME N045.52.05.590 W122.53.23.090
EDUPE N045.30.32.460 W123.53.50.630
EDUQA N043.01.03.970 W102.55.23.990
EDUWU N039.53.57.820 W094.17.51.870
EDWRD N035.30.47.660 W113.47.23.680
EDYTH N046.55.30.400 W110.33.56.440
EDZUT N038.45.03.090 W122.58.07.270
EEAZY N035.13.28.560 W119.34.54.760
EEDDN N044.53.05.010 W093.30.12.650
EEDGR N033.41.34.080 W111.52.54.830
EEEZY N036.44.33.180 W112.21.40.770
EEGLE N047.34.25.150 W111.14.50.890
EELLS N039.32.51.640 W123.40.25.740
EELZA N040.02.35.960 W119.46.03.320
EENID N046.48.05.970 W106.35.31.200
EENIE N044.17.52.120 W121.38.44.880
EEONS N040.01.17.620 W103.46.11.040
EESSA N033.53.46.990 W119.39.19.210
EEVEL N048.21.57.240 W114.31.49.310
EEVUN N037.02.52.900 W113.42.42.560
EEZEE N040.06.52.570 W104.02.15.520
EFAGU N041.19.25.010 W096.32.43.510
EFAKE N045.41.39.990 W119.08.05.720
EFAKU N034.23.34.670 W099.09.27.900
EFALO N034.51.19.840 W118.22.37.780
EFDOP N033.26.27.140 W112.13.33.710
EFECU N041.22.25.760 W095.56.57.040
EFEXX N044.58.56.480 W093.35.42.530
EFFEB N033.39.48.460 W111.58.36.800
EFFEE N039.41.28.840 W104.44.19.010
EFFEX N042.19.59.170 W101.20.11.410
EFFIE N033.49.53.060 W117.48.56.060
EFFTA N042.17.02.250 W113.28.12.380
EFFXX N033.56.33.870 W117.32.27.170
EFGON N036.26.48.150 W121.12.38.970
EFIQU N046.55.40.010 W096.57.15.200
EFJAG N042.44.14.940 W093.57.07.040
EFJAM N045.12.54.580 W098.21.23.870
EFKIB N039.52.04.680 W094.54.24.790
EFOCI N035.57.11.900 W098.25.14.720
EFOYI N042.18.47.780 W122.53.50.230
EFRAM N038.16.41.860 W122.30.14.210
EFWOV N041.45.51.660 W107.16.33.350
EGACE N043.38.35.980 W092.22.05.900
EGANE N037.29.12.700 W099.29.11.950
EGBER N041.10.52.200 W104.15.41.640
EGBEW N044.38.45.280 W123.16.00.030
EGEDE N033.46.32.440 W112.03.33.600
EGETE N039.01.54.430 W096.50.54.510
EGEYE N041.47.50.740 W100.23.47.490
EGFAX N040.25.03.920 W107.07.56.810
EGGAC N035.19.24.530 W097.12.22.290
EGHAB N041.39.20.300 W094.26.07.030
EGHEB N045.33.58.660 W118.00.40.310
EGHEP N038.52.07.230 W122.21.38.470
EGHIB N039.02.17.010 W122.36.37.930
EGIPE N043.37.31.520 W094.05.27.000
EGIRE N042.40.05.160 W093.41.32.020
EGITE N046.34.35.710 W106.05.57.260
EGIVE N033.10.56.920 W117.07.10.230
EGIYE N037.49.07.670 W118.40.12.200
EGIYU N037.50.19.730 W096.44.28.740
EGKUP N047.17.31.290 W095.56.22.130
EGMON N034.45.13.300 W099.24.56.350
EGNAJ N044.55.57.990 W116.05.32.690
EGOCE N048.20.30.320 W101.34.04.690
EGOCY N047.48.55.490 W114.06.04.550
EGOLE N046.07.53.290 W094.25.04.440
EGOLY N040.46.36.650 W115.56.50.040
EGRET N048.42.41.860 W122.30.34.010
EGRIW N040.13.15.090 W109.55.52.670
EGSEH N043.57.48.520 W123.12.59.660
EGSOW N037.08.40.650 W120.55.14.550
EGUKE N044.57.28.810 W124.02.23.960
EGUPE N043.56.02.360 W092.48.19.540
EGUYO N039.06.44.990 W121.25.34.220
EGUYU N038.38.26.540 W122.00.56.720
EGVEH N044.01.13.950 W123.13.02.640
EGVOW N038.26.58.880 W095.15.07.250
EGYAZ N034.03.24.640 W117.40.29.690
EHENE N044.17.10.320 W121.33.23.480
EHETY N038.38.56.770 W122.56.26.340
EHFAD N042.36.56.120 W102.13.04.170
EHGUY N035.48.42.010 W112.04.18.650
EHHIB N043.07.14.810 W123.21.20.460
EHIHY N038.35.31.950 W122.36.05.080
EHIPO N034.15.35.400 W098.59.21.990
EHISO N033.26.05.830 W111.45.54.420
EHJAM N041.05.06.980 W097.38.46.160
EHKIF N036.36.43.930 W100.45.00.810
EHLEK N037.57.42.820 W097.16.34.990
EHLEL N048.40.33.520 W098.17.48.100
EHOBI N047.46.31.480 W096.31.33.780
EHOMO N035.37.07.690 W099.23.37.520
EHOVI N034.03.16.520 W101.19.51.470
EHPUG N041.46.59.770 W122.31.06.310
EHRAY N046.40.06.690 W114.27.30.010
EHRUX N046.55.34.250 W096.40.31.400
EHTIP N046.51.12.410 W100.38.27.720
EHTUJ N048.08.27.960 W114.02.28.490
EHUNT N034.11.34.810 W118.42.37.130
EHUPE N037.49.23.060 W122.23.03.960
EHVAJ N047.51.09.770 W112.04.58.480
EHVER N039.29.14.050 W102.10.03.390
EHVOX N033.49.58.620 W117.46.08.260
EHZEJ N047.22.21.100 W101.38.36.770
EHZET N042.54.25.930 W094.36.36.970
EIEIO N041.53.44.450 W093.53.51.980
EIFEL N034.32.09.600 W118.29.26.800
EIREE N033.13.54.400 W117.53.27.410
EJAAY N039.05.52.260 W121.24.53.340
EJAFA N038.23.40.430 W098.51.27.700
EJAYE N045.33.38.780 W122.21.31.080
EJEHO N042.04.52.020 W097.23.18.880
EJFIB N048.35.07.890 W111.47.16.070
EJFIF N043.21.21.080 W095.10.36.500
EJISO N035.11.25.180 W097.31.00.190
EJKOW N048.42.02.020 W101.27.01.930
EJLEL N043.29.08.360 W124.05.13.100
EJMAG N040.27.23.510 W117.03.36.750
EJRIQ N047.12.30.880 W101.31.10.370
EJUPU N036.19.33.950 W100.44.58.140
EJXAH N048.10.42.800 W114.11.52.580
EJYAR N036.55.36.990 W095.35.01.430
EKABE N041.20.34.300 W096.01.14.220
EKADE N043.39.37.770 W093.21.40.390
EKAME N036.38.14.020 W111.23.07.940
EKEBE N037.40.45.190 W097.27.20.960
EKECE N037.18.31.790 W121.59.39.320
EKEGE N040.59.39.620 W095.32.28.220
EKEME N043.29.28.960 W116.16.12.280
EKENE N047.01.36.430 W104.08.21.110
EKEWU N036.34.37.450 W100.00.10.640
EKHOK N044.01.25.370 W092.29.15.600
EKIBE N037.46.35.920 W101.37.49.860
EKIDE N031.47.55.540 W106.10.32.530
EKIKE N046.37.42.700 W112.07.40.450
EKILE N037.08.16.550 W095.36.31.820
EKIMY N040.15.01.400 W098.36.32.350
EKIRE N039.03.16.000 W108.24.55.730
EKIVE N042.40.53.880 W102.22.00.370
EKIYO N035.39.14.510 W108.33.01.590
EKJER N035.36.51.430 W117.38.41.890
EKOGE N031.42.54.550 W106.31.12.630
EKOJO N048.33.21.200 W093.23.16.440
EKOKE N035.19.33.540 W098.26.32.930
EKOTY N034.37.49.870 W118.03.28.290
EKOYU N046.49.22.960 W103.49.30.360
EKSUW N037.37.23.270 W105.43.23.630
EKUCE N042.13.45.100 W096.09.41.300
EKUGE N036.48.34.970 W101.46.31.710
EKUJA N039.06.18.610 W121.03.58.400
EKUKS N036.44.41.220 W097.20.58.110
EKULY N037.30.55.280 W105.54.47.680
EKWIY N036.00.59.370 W100.54.54.220
EL PA N031.48.57.290 W106.16.54.830
ELADE N043.40.15.810 W092.57.47.280
ELAWA N039.40.28.920 W098.47.40.270
ELAXE N032.11.26.790 W111.01.49.270
ELBBE N046.54.05.960 W122.24.44.930
ELBIE N039.33.03.930 W104.08.15.350
ELCAP N037.41.09.660 W119.46.06.060
ELCEE N040.17.53.430 W104.40.37.560
ELDAJ N034.20.48.480 W103.10.36.720
ELECI N048.17.24.560 W097.24.02.910
ELECO N033.59.39.270 W116.36.00.660
ELECT N033.55.52.130 W099.04.58.680
ELEDE N043.42.07.340 W108.24.50.400
ELEGY N038.51.22.670 W122.04.50.360
ELENN N041.37.09.900 W123.13.07.310
ELETE N039.49.39.310 W111.52.13.300
ELEYE N034.33.08.000 W098.50.06.000
ELFES N038.01.17.760 W117.17.30.000
ELFIN N037.51.47.720 W097.07.16.060
ELFIX N032.06.50.180 W110.49.09.350
ELIDE N038.42.17.620 W119.26.42.600
ELIJH N040.23.08.360 W107.07.48.040
ELIKE N044.20.49.390 W092.36.25.560
ELIYO N047.00.15.280 W120.18.11.920
ELJAY N041.13.30.370 W101.13.17.260
ELKEE N040.36.07.720 W105.21.06.410
ELKES N044.54.55.280 W122.17.58.650
ELKHN N038.09.24.470 W120.22.23.460
ELKHO N043.23.10.260 W111.01.24.990
ELKOE N038.36.49.760 W121.40.55.180
ELLBC N035.03.48.280 W119.50.01.160
ELLBO N033.42.38.630 W117.21.21.480
ELLEK N048.26.53.580 W122.42.56.220
ELLIE N043.57.46.440 W092.34.39.410
ELLIS N035.42.58.630 W097.09.24.280
ELLKO N044.35.42.490 W093.12.26.320
ELLYS N040.30.36.570 W124.00.25.250
ELLZA N039.06.52.630 W104.36.57.500
ELMAA N047.08.52.950 W123.24.34.380
ELMAC N038.29.37.130 W121.36.16.550
ELMMR N039.16.28.010 W118.29.40.230
ELMOO N034.05.54.600 W118.04.52.530
ELMRR N034.28.50.570 W118.29.11.720
ELOIN N045.35.14.830 W112.17.41.520
ELOIT N044.48.53.750 W093.22.08.930
ELORE N039.51.54.730 W105.03.00.710
